id,Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
p1031,11670,Corner,Single Family,Hip,PConc,1905,GasA,Y,8,1,Attchd,NA,2007,320000,3
p1032,7711,Inside,Duplex,Gable,PConc,1440,GasA,Y,8,0,NA,NA,2007,150000,7
p1033,25000,Inside,Duplex,Gable,CBlock,1632,GasA,Y,8,0,Attchd,NA,2007,143000,4
p1034,14536,Inside,Single Family,Hip,PConc,1616,GasA,Y,9,1,Attchd,NA,2007,270000,10
p1035,7200,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2007,129000,10
p1036,7136,Inside,Duplex,Gable,CBlock,979,GasA,N,8,0,Attchd,NA,2007,145000,8
p1037,7420,Inside,Single Family,Hip,CBlock,1057,GasA,Y,6,0,Detchd,NA,2007,132000,2
p1038,8450,Inside,Single Family,Gable,PConc,1337,GasA,Y,6,0,Attchd,NA,2007,185000,7
p1039,2308,Corner,Townhouse,Gable,CBlock,804,GasA,Y,7,1,Detchd,NA,2007,155000,7
p1040,10237,Inside,Single Family,Gable,PConc,783,GasA,Y,8,1,Attchd,NA,2007,178900,7
p1041,4274,Inside,Townhouse,Gable,PConc,1241,GasA,Y,4,0,Attchd,NA,2007,199900,9
p1042,9450,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,0,Detchd,NA,2007,110000,8
p1043,12046,Inside,Single Family,Gable,CBlock,848,GasA,Y,8,1,Attchd,NA,2007,195000,8
p1044,9760,Inside,Single Family,Hip,CBlock,822,GasA,Y,7,1,Attchd,MnWw,2007,187000,10
p1045,5400,Corner,Single Family,Gable,BrkTil,691,GasA,Y,4,0,Detchd,NA,2007,86000,8
p1046,11500,Corner,Duplex,Gable,CBlock,1680,GasA,Y,8,0,Detchd,NA,2007,136905,10
p1047,12155,Inside,Single Family,Gable,CBlock,1657,GasA,Y,7,1,Attchd,NA,2007,163500,10
p1048,10592,Inside,Single Family,Hip,PConc,602,GasA,Y,7,2,Detchd,NA,2007,165000,8
p1049,11664,Inside,Single Family,Gable,CBlock,1082,GasA,Y,5,1,Detchd,NA,2007,119200,9
p1050,10784,FR2,Single Family,Gable,PConc,384,GasA,Y,7,1,Attchd,NA,2007,160000,2
p1051,9439,Inside,Single Family,Gable,CBlock,912,GasA,Y,6,0,Detchd,NA,2007,87000,10
p1052,7700,Corner,Single Family,Gable,CBlock,882,GasA,Y,5,0,Detchd,MnPrv,2007,112500,2
p1053,9492,Inside,Single Family,Gable,CBlock,768,GasA,Y,6,1,Attchd,NA,2007,105000,10
p1054,6305,Inside,Single Family,Gable,PConc,920,GasA,Y,5,1,Basment,MnPrv,2007,119750,4
p1055,8993,Inside,Single Family,Gable,PConc,1302,GasA,Y,6,0,Attchd,NA,2007,176485,9
p1056,11175,Corner,Single Family,Gable,PConc,1316,GasA,Y,6,1,Attchd,NA,2007,200141,1
p1057,9500,Corner,Single Family,Gable,CBlock,816,GasA,Y,9,1,Attchd,GdPrv,2007,165000,4
p1058,11275,Corner,Single Family,Gable,CBlock,854,GasA,Y,7,1,Detchd,NA,2007,220000,10
p1059,13600,Inside,Condo,Gable,BrkTil,662,GasA,N,10,0,Detchd,NA,2007,90000,4
p1060,9600,Inside,Single Family,Gable,CBlock,845,GasA,Y,4,0,Detchd,NA,2007,135000,10
p1061,10152,Inside,Single Family,Hip,CBlock,1048,GasA,Y,6,0,Attchd,NA,2007,135000,8
p1062,8556,Inside,Single Family,Gable,PConc,1240,GasA,Y,5,0,Attchd,NA,2007,194000,2
p1063,13125,Inside,Single Family,Gable,CBlock,800,GasA,Y,6,2,Attchd,NA,2007,219500,8
p1064,8775,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,Attchd,NA,2007,126000,4
p1065,8749,Inside,Single Family,Gable,PConc,1459,GasA,Y,6,1,Attchd,NA,2007,192000,9
p1066,9317,Inside,Single Family,Gable,PConc,1314,GasA,Y,6,1,Attchd,NA,2007,176432,10
p1067,6882,Inside,Single Family,Gable,PConc,684,GasA,Y,7,0,NA,NA,2007,127000,4
p1068,3696,Inside,Townhouse,Gable,CBlock,1074,GasA,Y,5,0,Attchd,NA,2007,170000,10
p1069,9758,Inside,Single Family,Gable,CBlock,950,GasA,Y,5,0,Detchd,NA,2007,119500,7
p1070,7000,Inside,Single Family,Gable,CBlock,1010,GasA,Y,6,0,Attchd,MnWw,2007,135000,4
p1071,2016,Inside,Townhouse,Gable,CBlock,630,GasA,Y,6,0,Detchd,NA,2007,106000,3
p1072,10357,Corner,Single Family,Hip,PConc,910,GasA,Y,6,1,Attchd,NA,2007,179900,1
p1073,8063,Inside,Single Family,Gable,PConc,924,GasA,Y,7,1,Attchd,NA,2007,181000,10
p1074,8923,Inside,Single Family,Gable,CBlock,1008,GasA,Y,6,0,Attchd,NA,2007,134500,5
p1075,12085,Inside,Single Family,Hip,PConc,1734,GasA,Y,7,1,Attchd,NA,2007,318000,10
p1076,8263,Inside,Single Family,Gable,BrkTil,1012,GasA,Y,6,1,Detchd,MnPrv,2007,118400,3
p1077,9125,Inside,Single Family,Gable,PConc,384,GasA,Y,7,1,Attchd,NA,2007,163900,7
p1078,14572,Corner,Single Family,Hip,PConc,1530,GasA,Y,7,1,Attchd,NA,2007,259000,1
p1079,11796,Inside,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2007,215000,1
p1080,7200,Inside,Duplex,Gable,CBlock,936,GasA,Y,4,0,Detchd,NA,2007,140000,4
p1081,10712,Inside,Single Family,Gable,PConc,974,GasA,Y,5,0,NA,MnPrv,2007,93500,9
p1082,9900,Inside,Single Family,Gable,BrkTil,1008,GasW,Y,8,0,Detchd,NA,2007,117500,10
p1083,8773,Inside,Single Family,Gable,PConc,916,GasA,Y,7,1,Attchd,NA,2007,169000,2
p1084,6180,Corner,Single Family,Gable,BrkTil,960,GasA,N,5,1,Detchd,NA,2007,102000,9
p1085,8731,Inside,Single Family,Gable,BrkTil,915,GasA,Y,6,1,Detchd,NA,2007,144000,10
p1086,9965,Inside,Single Family,Hip,PConc,1466,GasA,Y,11,1,BuiltIn,NA,2007,424870,4
p1087,8280,Inside,Single Family,Gable,CBlock,932,GasA,Y,4,1,Attchd,GdPrv,2007,124000,1
p1088,10768,Corner,Single Family,Gable,CBlock,1437,GasA,Y,6,1,Attchd,NA,2007,218000,7
p1089,8724,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,1,Attchd,NA,2007,129000,9
p1090,16157,FR2,Single Family,Gable,PConc,1360,GasA,Y,5,1,Attchd,NA,2007,194000,8
p1091,18030,Inside,Single Family,Gable,CBlock,1598,GasA,Y,12,1,NA,MnPrv,2007,200500,6
p1092,10678,Inside,Single Family,Hip,PConc,1683,GasA,Y,9,1,Attchd,NA,2007,285000,1
p1093,15623,Corner,Single Family,Hip,PConc,2396,GasA,Y,10,2,Attchd,MnPrv,2007,745000,7
p1094,35133,Inside,Single Family,Hip,CBlock,1572,GasA,Y,5,2,2Types,NA,2007,186700,8
p1095,32463,Inside,Condo,Gable,CBlock,1249,GasA,Y,7,1,2Types,NA,2007,168000,5
p1096,2645,Inside,Townhouse,Gable,PConc,776,GasA,Y,5,0,Detchd,NA,2007,174000,8
p1097,9600,Inside,Single Family,Gambrel,PConc,702,GasA,Y,6,0,Detchd,GdWo,2007,125000,1
p1098,7094,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,0,Detchd,MnPrv,2007,125000,4
p1099,10496,Inside,Single Family,Gable,CBlock,1040,GasA,Y,7,1,Attchd,GdWo,2007,143000,6
p1100,10482,Inside,Single Family,Hip,CBlock,588,GasA,Y,6,0,Attchd,MnWw,2007,145000,3
p1101,18890,Inside,Duplex,Shed,CBlock,1361,GasA,Y,12,1,BuiltIn,NA,2007,190000,6
p1102,9842,FR2,Duplex,Gable,Slab,0,GasA,Y,6,0,CarPort,NA,2007,101800,3
p1103,9037,Inside,Single Family,Hip,PConc,1476,GasA,Y,6,1,Attchd,NA,2007,265900,5
p1104,9849,Inside,Single Family,Hip,PConc,1689,GasA,Y,7,0,Attchd,NA,2007,248328,7
p1105,12090,Inside,Single Family,Hip,CBlock,585,GasA,Y,7,1,BuiltIn,NA,2007,178000,2
p1106,7200,Inside,Single Family,Gable,CBlock,876,GasA,Y,6,0,Attchd,NA,2007,119000,2
p1107,17542,Inside,Single Family,Gable,CBlock,1192,GasA,Y,9,2,Attchd,MnPrv,2007,294000,1
p1108,6240,Inside,Single Family,Gable,BrkTil,884,GasA,Y,6,1,Detchd,NA,2007,127500,4
p1109,13515,Inside,Single Family,Gambrel,PConc,764,GasA,Y,8,1,Detchd,GdPrv,2007,180500,2
p1110,10120,Inside,Condo,Hip,CBlock,925,GasA,N,9,1,Detchd,MnPrv,2007,122000,7
p1111,11344,Inside,Single Family,Gable,CBlock,874,GasW,Y,7,0,Attchd,GdWo,2007,144000,9
p1112,5362,Corner,Single Family,Gable,PConc,661,GasA,Y,8,1,Detchd,NA,2007,139000,2
p1113,11345,Corner,Duplex,Gable,CBlock,928,GasA,Y,10,0,Detchd,NA,2007,137000,9
p1114,8814,Inside,Single Family,Gable,PConc,1274,GasA,Y,6,0,Attchd,NA,2007,203000,9
p1115,9572,Inside,Single Family,Gable,PConc,1453,GasA,Y,9,1,Attchd,NA,2007,302000,1
p1116,8190,Inside,Single Family,Hip,CBlock,948,GasA,Y,5,1,Detchd,NA,2007,119000,7
p1117,4230,Corner,Townhouse,Gable,PConc,1352,GasA,Y,5,1,Attchd,NA,2007,208900,1
p1118,10215,Inside,Single Family,Hip,PConc,864,GasA,Y,5,0,Attchd,NA,2007,111000,4
p1119,9986,Inside,Single Family,Gable,PConc,1795,GasA,Y,7,1,Attchd,NA,2007,147000,3
p1120,4270,Inside,Single Family,Gable,BrkTil,544,GasA,Y,6,0,NA,NA,2007,79000,5
p1121,10000,Inside,Single Family,Hip,PConc,1588,GasA,Y,7,1,Attchd,NA,2007,227000,5
p1122,8294,Inside,Single Family,Gable,CBlock,858,GasA,Y,5,0,Detchd,GdWo,2007,123000,2
p1123,9375,Inside,Single Family,Gable,PConc,1284,GasA,Y,7,1,Attchd,NA,2007,228500,3
p1124,11103,Corner,Single Family,Gable,PConc,728,GasA,Y,8,1,Attchd,NA,2007,155835,7
p1125,6000,Inside,Single Family,Hip,PConc,960,GasA,Y,5,0,Detchd,NA,2007,108500,9
p1126,15306,Corner,Single Family,Gable,PConc,1732,GasA,Y,7,1,Attchd,NA,2007,283463,9
p1127,16196,Inside,Single Family,Gable,PConc,1482,GasA,Y,5,1,Attchd,NA,2007,215000,7
p1128,8499,Inside,Single Family,Gable,PConc,616,GasA,Y,6,1,BuiltIn,NA,2007,156932,3
p1129,11400,Inside,Single Family,Hip,PConc,2633,GasA,Y,8,2,Attchd,NA,2007,466500,3
p1130,10991,Inside,Single Family,Gable,PConc,1571,GasA,Y,7,1,Attchd,NA,2007,239000,3
p1131,25339,Inside,Single Family,Gable,BrkTil,816,GasA,Y,7,0,Attchd,NA,2007,112000,1
p1132,8520,Inside,Single Family,Gable,BrkTil,714,GasW,N,10,1,Detchd,GdWo,2007,136000,7
p1133,6000,Inside,Single Family,Gable,BrkTil,735,GasA,Y,6,1,Detchd,NA,2007,131000,3
p1134,12665,Inside,Single Family,Hip,PConc,1094,GasA,Y,9,1,BuiltIn,NA,2007,281213,10
p1135,6120,Inside,Single Family,Gable,BrkTil,939,GasA,Y,8,0,Detchd,NA,2007,137500,3
p1136,15256,CulDSac,Single Family,Gable,PConc,1485,GasA,Y,6,0,Attchd,NA,2007,282922,7
p1137,9503,Inside,Single Family,Hip,CBlock,1024,GasA,Y,6,1,Detchd,GdWo,2007,144000,4
p1138,12546,Corner,Single Family,Gable,CBlock,1440,GasA,Y,7,1,Attchd,NA,2007,182900,10
p1139,10800,Inside,Single Family,Gable,BrkTil,656,GasA,Y,5,0,Detchd,NA,2007,64500,10
p1140,9000,FR2,Single Family,Gable,PConc,864,GasA,Y,5,0,Detchd,GdWo,2007,120500,5
p1141,11584,Inside,Single Family,Hip,CBlock,539,GasA,Y,6,1,Attchd,NA,2007,197000,5
p1142,8500,FR2,Single Family,Gable,PConc,1422,GasA,Y,7,0,Attchd,NA,2007,179600,1
p1143,8400,Inside,Single Family,Gable,CBlock,814,GasA,Y,6,0,Detchd,NA,2007,129000,4
p1144,10000,Inside,Single Family,Gable,PConc,1220,GasA,Y,8,1,Attchd,NA,2007,240000,3
p1145,11767,Inside,Single Family,Gable,CBlock,560,GasA,N,6,0,Detchd,GdWo,2007,112000,4
p1146,7917,Inside,Single Family,Gable,PConc,953,GasA,Y,7,1,Attchd,NA,2007,175000,5
p1147,9550,Corner,Single Family,Gable,BrkTil,756,GasA,Y,7,1,Detchd,NA,2006,140000,2
p1148,11924,Inside,Single Family,Hip,PConc,1175,GasA,Y,11,2,BuiltIn,NA,2006,345000,9
p1149,10791,Inside,Duplex,Gable,Slab,0,GasA,Y,6,0,CarPort,NA,2006,90000,9
p1150,14215,Corner,Single Family,Gable,PConc,1158,GasA,Y,9,1,BuiltIn,NA,2006,325300,4
p1151,16321,CulDSac,Single Family,Gable,CBlock,1484,GasA,Y,6,2,Attchd,NA,2006,207500,9
p1152,13418,Inside,Single Family,Gable,PConc,1117,GasA,Y,9,1,BuiltIn,NA,2006,309000,1
p1153,8658,Inside,Single Family,Gable,CBlock,1088,GasA,Y,6,1,Attchd,GdWo,2006,160000,2
p1154,7945,Inside,Single Family,Gable,CBlock,1150,GasA,Y,6,0,Attchd,NA,2006,141000,1
p1155,6240,Inside,Single Family,Gable,PConc,816,GasA,Y,6,1,Detchd,MnPrv,2006,114500,8
p1156,50271,Inside,Single Family,Gable,CBlock,1842,GasA,Y,5,1,Attchd,NA,2006,385000,1
p1157,11645,Corner,Single Family,Gable,PConc,860,GasA,Y,7,0,Attchd,NA,2006,196500,9
p1158,13682,CulDSac,Single Family,Hip,PConc,1410,GasA,Y,10,1,BuiltIn,NA,2006,438780,2
p1159,13072,Inside,Single Family,Gable,PConc,1158,GasA,Y,5,0,Detchd,NA,2006,158000,2
p1160,15593,Corner,Single Family,Gable,CBlock,1304,GasW,Y,7,1,Attchd,NA,2006,225000,9
p1161,4500,FR2,Townhouse,Hip,PConc,1237,GasA,Y,5,0,Attchd,NA,2006,153500,9
p1162,16059,Corner,Single Family,Hip,CBlock,1288,GasA,Y,9,1,Attchd,NA,2006,260000,2
p1163,7200,Inside,Single Family,Gable,Slab,0,GasA,Y,4,0,Detchd,NA,2006,109900,4
p1164,8500,Inside,Single Family,Hip,CBlock,1235,GasA,Y,6,0,Attchd,GdWo,2006,98600,2
p1165,10264,Inside,Single Family,Gable,PConc,1588,GasA,Y,6,0,Attchd,NA,2006,214000,4
p1166,9525,Inside,Single Family,Gable,CBlock,994,GasA,Y,7,0,Attchd,NA,2006,136900,7
p1167,8461,Inside,Single Family,Gable,PConc,728,GasA,Y,8,1,Attchd,NA,2006,163990,8
p1168,21453,CulDSac,Single Family,Flat,CBlock,938,GasA,Y,4,2,Attchd,NA,2006,180000,1
p1169,6780,Inside,Condo,Gable,CBlock,520,GasA,N,5,0,NA,NA,2006,84500,3
p1170,7590,Inside,Single Family,Gable,CBlock,660,GasA,Y,6,1,Attchd,NA,2006,155000,6
p1171,8973,Inside,Single Family,Gable,CBlock,1008,GasA,Y,6,0,2Types,MnWw,2006,150000,10
p1172,14200,Corner,Single Family,Gable,CBlock,924,GasA,Y,8,2,Attchd,GdPrv,2006,226000,2
p1173,10335,Inside,Single Family,Gable,CBlock,1461,GasA,Y,7,1,Attchd,MnPrv,2006,180000,5
p1174,11070,Inside,Duplex,Gable,CBlock,1907,GasA,Y,9,0,2Types,NA,2006,171000,5
p1175,11645,Inside,Single Family,Gable,PConc,1734,GasA,Y,7,0,Attchd,NA,2006,260000,4
p1176,9100,Inside,Duplex,Gable,CBlock,1728,GasA,Y,10,0,Detchd,NA,2006,125000,2
p1177,2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,130000,9
p1178,6240,Inside,Single Family,Gable,BrkTil,896,GasA,Y,7,0,Detchd,NA,2006,115000,8
p1179,14803,CulDSac,Single Family,Gable,CBlock,825,GasA,Y,8,1,Attchd,GdWo,2006,190000,9
p1180,11340,Corner,Single Family,Gable,BrkTil,1200,GasA,Y,7,0,Detchd,NA,2006,125000,3
p1181,7200,Inside,Single Family,Hip,CBlock,0,GasA,Y,5,0,Detchd,NA,2006,109500,4
p1182,19378,Corner,Single Family,Gable,PConc,1392,GasA,Y,9,1,Attchd,NA,2006,320000,5
p1183,16669,Corner,Single Family,Hip,CBlock,1686,GasA,Y,6,1,Attchd,NA,2006,228000,7
p1184,5306,Inside,Townhouse,Gable,PConc,1064,GasA,Y,5,1,Attchd,NA,2006,239000,5
p1185,13650,Inside,Single Family,Gable,CBlock,1052,GasA,Y,8,1,Attchd,NA,2006,172500,5
p1186,7588,Inside,Single Family,Gable,BrkTil,793,GasA,Y,9,1,Detchd,NA,2006,200100,6
p1187,7438,Inside,Single Family,Gable,PConc,504,GasA,Y,5,0,Attchd,MnPrv,2006,127000,6
p1188,22950,Inside,Single Family,Gable,BrkTil,1107,GasA,Y,12,2,Detchd,GdPrv,2006,475000,2
p1189,2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,130000,4
p1190,25419,Corner,Single Family,Gable,PConc,1360,GasA,Y,8,1,Detchd,GdPrv,2006,235000,8
p1191,7000,Corner,Single Family,Gable,BrkTil,617,GasA,Y,6,0,Attchd,NA,2006,112000,9
p1192,13568,CulDSac,Single Family,Gable,PConc,990,GasA,Y,5,0,Attchd,NA,2006,156000,4
p1193,10011,Inside,Single Family,Gable,CBlock,1070,GasA,Y,6,1,Attchd,MnPrv,2006,134450,6
p1194,9906,Inside,Single Family,Gable,CBlock,686,GasA,N,8,0,Detchd,NA,2006,107000,10
p1195,3010,Inside,Townhouse,Gable,PConc,1248,GasA,Y,5,0,Attchd,NA,2006,167240,2
p1196,8990,Inside,Single Family,Gable,PConc,1498,GasA,Y,5,0,Attchd,NA,2006,204900,10
p1197,11475,Inside,Single Family,Gable,CBlock,713,GasA,Y,6,1,Attchd,MnPrv,2006,179900,6
p1198,1680,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,1,Attchd,NA,2006,94500,6
p1199,5000,Corner,Single Family,Gable,BrkTil,540,GasA,N,6,0,Attchd,NA,2006,79000,8
p1200,10400,Inside,Single Family,Gable,CBlock,1845,GasA,Y,6,1,Attchd,NA,2006,241500,5
p1201,9142,Inside,Condo,Gable,Stone,1020,GasA,N,9,0,Detchd,NA,2006,137000,5
p1202,11310,Inside,Single Family,Hip,CBlock,1367,GasA,Y,5,1,Attchd,NA,2006,140000,5
p1203,8738,Inside,Single Family,Gable,PConc,975,GasA,Y,8,1,BuiltIn,NA,2006,230000,7
p1204,8471,Corner,Single Family,Gable,CBlock,506,GasA,Y,6,1,Attchd,GdWo,2006,151000,1
p1205,11207,FR2,Single Family,Gable,PConc,802,GasA,Y,8,1,Attchd,NA,2006,185000,7
p1206,10728,Inside,Single Family,Gable,PConc,1095,GasA,Y,8,1,Attchd,NA,2006,266000,7
p1207,7200,Inside,Single Family,Gable,PConc,1262,GasA,Y,5,0,Attchd,NA,2006,185000,4
p1208,9786,Inside,Single Family,Gable,CBlock,912,GasA,Y,7,1,Attchd,GdPrv,2006,159000,6
p1209,8125,Corner,Single Family,Gable,CBlock,858,GasA,Y,5,0,NA,NA,2006,88000,2
p1210,15611,Inside,Single Family,Gable,PConc,1079,GasA,Y,8,1,Attchd,NA,2006,233230,4
p1211,16659,Corner,Single Family,Gable,CBlock,795,GasA,Y,9,1,Attchd,NA,2006,235000,8
p1212,7937,CulDSac,Single Family,Gable,CBlock,1003,GasA,Y,6,0,Detchd,GdPrv,2006,142500,6
p1213,15750,Corner,Condo,Hip,CBlock,1165,GasA,Y,5,2,Attchd,NA,2006,157000,1
p1214,13704,Corner,Single Family,Gable,PConc,1541,GasA,Y,6,1,Attchd,NA,2006,205000,4
p1215,9800,Corner,Single Family,Gable,PConc,894,GasA,Y,5,0,Attchd,GdWo,2006,149900,7
p1216,12378,Inside,Single Family,Gable,PConc,1896,GasA,Y,8,3,Attchd,NA,2006,360000,4
p1217,7685,Inside,Single Family,Gable,PConc,697,GasA,Y,6,1,Attchd,NA,2006,165600,8
p1218,7800,Inside,Condo,Gable,CBlock,793,GasA,Y,5,1,Detchd,MnPrv,2006,119900,10
p1219,9600,Inside,Single Family,Gable,BrkTil,728,GasA,Y,6,1,Detchd,NA,2006,178000,4
p1220,16259,Corner,Single Family,Gable,PConc,1249,GasA,Y,9,0,Attchd,NA,2006,342643,3
p1221,5820,Inside,Single Family,Gable,CBlock,1162,GasA,Y,6,0,Attchd,NA,2006,126175,1
p1222,11600,Inside,Single Family,Hip,CBlock,1383,GasA,Y,7,0,Attchd,NA,2006,145250,5
p1223,14145,Corner,Single Family,Gable,CBlock,1208,GasA,Y,8,0,Attchd,NA,2006,202500,9
p1224,8544,Inside,Duplex,Gable,Slab,0,Wall,N,6,0,Detchd,NA,2006,87500,9
p1225,6435,Inside,Single Family,Gable,BrkTil,972,GasA,Y,6,1,Detchd,NA,2006,140200,10
p1226,20431,Inside,Single Family,Hip,PConc,1848,GasA,Y,10,2,Attchd,NA,2006,437154,5
p1227,5271,Inside,Single Family,Gable,PConc,1453,GasA,Y,6,1,Attchd,NA,2006,190000,6
p1228,8400,Inside,Single Family,Gable,CBlock,940,GasA,Y,6,2,Attchd,NA,2006,140000,6
p1229,6930,Inside,Single Family,Hip,CBlock,1062,GasA,Y,6,0,BuiltIn,NA,2006,130000,10
p1230,12011,CulDSac,Single Family,Gable,PConc,1086,GasA,Y,7,1,Attchd,NA,2006,280000,4
p1231,18800,FR2,Single Family,Gable,PConc,796,GasA,Y,6,1,Attchd,NA,2006,190000,10
p1232,8121,Inside,Single Family,Gable,PConc,953,GasA,Y,7,1,Attchd,NA,2006,172400,3
p1233,8846,CulDSac,Single Family,Gable,PConc,870,GasA,Y,5,0,Detchd,NA,2006,148000,6
p1234,7200,Inside,Single Family,Gable,PConc,1293,GasA,Y,5,1,Attchd,NA,2006,187750,10
p1235,8410,FR2,Single Family,Gambrel,PConc,658,GasA,Y,8,0,NA,NA,2006,81000,5
p1236,7446,Corner,Single Family,Gable,CBlock,788,GasA,Y,4,2,NA,GdWo,2006,100000,6
p1237,8767,Inside,Single Family,Gable,PConc,1310,GasA,Y,6,1,Attchd,NA,2006,164990,2
p1238,12090,Corner,Single Family,Hip,PConc,1141,GasA,Y,10,1,BuiltIn,NA,2006,258000,2
p1239,34650,Inside,Condo,Hip,CBlock,1056,GasA,N,5,0,Attchd,NA,2006,145000,1
p1240,7844,Inside,Single Family,Hip,CBlock,672,GasA,Y,6,1,Attchd,NA,2006,149500,10
p1241,4400,Inside,Single Family,Gable,BrkTil,648,GasA,Y,6,0,Detchd,NA,2006,116000,10
p1242,11214,Corner,Single Family,Gable,PConc,930,GasA,Y,10,1,Attchd,NA,2006,199900,6
p1243,8600,Inside,Single Family,Gable,BrkTil,780,GasA,Y,7,1,Detchd,NA,2006,119500,5
p1244,5684,Inside,Single Family,Hip,BrkTil,813,GasA,Y,5,0,Detchd,NA,2006,110000,5
p1245,70761,Inside,Single Family,Gable,CBlock,1533,GasA,Y,5,2,Attchd,NA,2006,280000,2
p1246,9297,Inside,Duplex,Gable,CBlock,1728,GasA,Y,8,0,Detchd,NA,2006,188000,2
p1247,3072,Inside,Townhouse,Hip,PConc,1375,GasA,Y,6,1,Attchd,NA,2006,178740,3
p1248,16033,FR2,Single Family,Hip,PConc,1833,GasA,Y,8,1,Attchd,NA,2006,326000,4
p1249,11846,Inside,Single Family,Hip,PConc,1792,GasA,Y,6,1,Attchd,NA,2006,374000,1
p1250,4500,FR2,Townhouse,Hip,PConc,1216,GasA,Y,5,0,Attchd,NA,2006,164000,5
p1251,10800,Corner,Condo,Gable,CBlock,954,GasA,N,10,1,Attchd,NA,2006,160000,3
p1252,9490,Inside,Single Family,Gable,CBlock,806,GasA,Y,5,2,Attchd,MnPrv,2006,133000,1
p1253,15578,Corner,Single Family,Gable,PConc,728,GasA,Y,8,0,Attchd,NA,2006,172785,10
p1254,9554,Inside,Single Family,Gable,PConc,777,GasA,Y,8,1,Attchd,NA,2006,215000,2
p1255,6792,Inside,Townhouse,Gable,PConc,1368,GasA,Y,6,1,Attchd,NA,2006,202665,6
p1256,9100,Corner,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2006,129900,1
p1257,5000,Corner,Single Family,Gable,CBlock,1004,GasA,Y,7,2,Detchd,NA,2006,159000,5
p1258,7500,Inside,Single Family,Gable,PConc,1257,GasA,Y,6,1,Attchd,NA,2006,176000,5
p1259,9056,Inside,Single Family,Gable,PConc,707,GasA,Y,6,1,Attchd,NA,2006,178000,5
p1260,11553,Inside,Single Family,Hip,CBlock,1051,GasA,Y,7,1,Attchd,NA,2006,158000,3
p1261,17104,Inside,Single Family,Gable,PConc,654,GasA,Y,7,1,Attchd,NA,2006,179665,5
p1262,13837,Corner,Single Family,Gable,PConc,1204,GasA,Y,9,0,Attchd,NA,2006,229000,4
p1263,6380,Inside,Single Family,Gable,BrkTil,993,GasA,Y,5,1,Detchd,NA,2006,113000,7
p1264,14850,Inside,Single Family,Gable,CBlock,1092,GasA,Y,6,1,Attchd,MnWw,2006,141000,10
p1265,11040,Inside,Single Family,Gable,CBlock,637,GasA,Y,7,0,CarPort,NA,2006,108000,5
p1266,3196,Inside,Townhouse,Gable,PConc,1374,GasA,Y,7,1,Attchd,NA,2006,234000,1
p1267,10010,Inside,Single Family,Gable,CBlock,1389,GasA,Y,6,1,Attchd,NA,2006,170000,7
p1268,13346,CulDSac,Single Family,Gable,PConc,1095,GasA,Y,9,1,Attchd,NA,2006,268000,6
p1269,7032,Corner,Duplex,Gable,CBlock,943,GasA,Y,4,2,Detchd,NA,2006,135960,1
p1270,7332,Inside,Single Family,Gable,CBlock,864,GasA,Y,4,0,Attchd,NA,2006,120000,7
p1271,11777,Inside,Single Family,Gable,CBlock,1164,GasA,Y,6,2,Attchd,NA,2006,164500,9
p1272,11443,Inside,Single Family,Hip,PConc,1868,GasA,Y,7,2,Attchd,NA,2006,369900,2
p1273,11302,Inside,Single Family,Gable,PConc,1814,GasA,Y,7,1,Attchd,NA,2006,319000,6
p1274,3600,Inside,Single Family,Gable,CBlock,684,GasA,N,7,0,Detchd,NA,2006,114504,9
p1275,12984,Inside,Single Family,Gable,CBlock,1430,GasA,Y,7,1,Attchd,NA,2006,217500,8
p1276,10927,Inside,Single Family,Gable,PConc,1058,GasA,Y,8,1,BuiltIn,NA,2006,275000,7
p1277,10041,Inside,Single Family,Gable,PConc,908,GasA,Y,8,1,Attchd,NA,2006,220000,3
p1278,7800,Inside,Single Family,Gable,CBlock,896,GasA,Y,8,0,Attchd,NA,2006,225000,2
p1279,7861,Inside,Single Family,Gable,PConc,783,GasA,Y,7,1,Attchd,NA,2006,183200,9
p1280,10400,Inside,Single Family,Gable,CBlock,732,GasA,Y,8,1,Attchd,NA,2006,165150,3
p1281,9000,Corner,Single Family,Gable,BrkTil,636,GasA,Y,8,0,Detchd,MnPrv,2006,124000,2
p1282,3982,Inside,Townhouse,Hip,PConc,1520,GasA,Y,7,1,Attchd,NA,2006,264561,10
p1283,20896,CulDSac,Single Family,Gable,PConc,2077,GasA,Y,8,1,Attchd,NA,2006,423000,6
p1284,11194,Corner,Single Family,Gable,PConc,1406,GasA,Y,7,1,Attchd,NA,2006,230500,10
